metro_area_name,population,income,cbsa_code,taskrabbit_active,dolly_active,goshare_active,lugg_active,total_competitors,lugg_status,market_attractiveness,competition_opportunity,expansion_score,estimated_annual_revenue,data_source
"Faribault-Northfield, MN Micro Area",67152.0,78214.0,22060.0,0,0,0,0,0,Expansion Target,27.912772585669778,100.0,56.74766355140187,40000.0,uncovered_opportunity
"Cincinnati, OH-KY-IN Metro Area",2253528.0,76247.0,17140.0,1,1,1,0,3,Expansion Target,77.58566978193146,25.0,56.55140186915887,1352000.0,competitor_mapped
"Mankato, MN Metro Area",103402.0,73472.0,31860.0,0,0,0,0,0,Expansion Target,27.507788161993766,100.0,56.50467289719626,62000.0,uncovered_opportunity
"Santa Fe, NM Metro Area",154481.0,70522.0,42140.0,0,0,0,0,0,Expansion Target,27.227414330218068,100.0,56.33644859813084,93000.0,uncovered_opportunity
"Keene, NH Micro Area",76610.0,76551.0,28300.0,0,0,0,0,0,Expansion Target,27.196261682242987,100.0,56.31775700934579,46000.0,uncovered_opportunity
"State College, PA Metro Area",158665.0,70087.0,44300.0,0,0,0,0,0,Expansion Target,27.196261682242987,100.0,56.31775700934579,95000.0,uncovered_opportunity
"Durham-Chapel Hill, NC Metro Area",648066.0,76040.0,20500.0,1,0,1,0,2,Expansion Target,60.49221183800623,50.0,56.29532710280373,389000.0,competitor_mapped
"Dubuque, IA Metro Area",98812.0,73495.0,20220.0,0,0,0,0,0,Expansion Target,26.978193146417446,100.0,56.18691588785047,59000.0,uncovered_opportunity
"Fresno, CA Metro Area",1008280.0,67756.0,23420.0,1,0,1,0,2,Expansion Target,59.53894080996884,50.0,55.72336448598131,605000.0,competitor_mapped
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1990873.0,79020.0,34980.0,1,1,1,0,3,Expansion Target,76.17445482866043,25.0,55.704672897196254,1195000.0,competitor_mapped
"Richmond, VA Metro Area",1316145.0,80877.0,40060.0,1,1,1,0,3,Expansion Target,76.17445482866043,25.0,55.704672897196254,790000.0,competitor_mapped
"Easton, MD Micro Area",37663.0,81667.0,20660.0,0,0,0,0,0,Expansion Target,26.074766355140184,100.0,55.64485981308411,23000.0,uncovered_opportunity
"Carlsbad-Artesia, NM Micro Area",61264.0,77458.0,16100.0,0,0,0,0,0,Expansion Target,25.825545171339563,100.0,55.495327102803735,37000.0,uncovered_opportunity
"Midland, MI Metro Area",83503.0,73643.0,33220.0,0,0,0,0,0,Expansion Target,25.732087227414333,100.0,55.4392523364486,50000.0,uncovered_opportunity
"Hilton Head Island-Bluffton, SC Metro Area",218515.0,77536.0,25940.0,0,0,1,0,1,Expansion Target,42.21183800623053,75.0,55.32710280373831,131000.0,competitor_mapped
"Barre, VT Micro Area",59768.0,77278.0,12740.0,0,0,0,0,0,Expansion Target,25.42056074766355,100.0,55.25233644859813,36000.0,uncovered_opportunity
"Memphis, TN-MS-AR Metro Area",1335804.0,62178.0,32820.0,1,0,1,0,2,Expansion Target,58.666666666666664,50.0,55.199999999999996,801000.0,competitor_mapped
"Andrews, TX Micro Area",18362.0,86458.0,11380.0,0,0,0,0,0,Expansion Target,25.202492211838006,100.0,55.12149532710281,11000.0,uncovered_opportunity
"New Orleans-Metairie, LA Metro Area",1264357.0,62748.0,35380.0,1,0,1,0,2,Expansion Target,58.4797507788162,50.0,55.08785046728972,759000.0,competitor_mapped
"Corvallis, OR Metro Area",95615.0,72882.0,18700.0,0,0,0,0,0,Expansion Target,25.14018691588785,100.0,55.08411214953271,57000.0,uncovered_opportunity
"Red Wing, MN Micro Area",47697.0,78338.0,39860.0,0,0,0,0,0,Expansion Target,24.890965732087224,100.0,54.93457943925233,29000.0,uncovered_opportunity
"Pierre, SD Micro Area",20791.0,83641.0,38180.0,0,0,0,0,0,Expansion Target,24.79750778816199,100.0,54.87850467289719,12000.0,uncovered_opportunity
"Rock Springs, WY Micro Area",42079.0,79375.0,40540.0,0,0,0,0,0,Expansion Target,24.797507788161994,100.0,54.87850467289719,25000.0,uncovered_opportunity
"Indianapolis-Carmel-Anderson, IN Metro Area",2109957.0,73571.0,26900.0,1,1,1,0,3,Expansion Target,74.50155763239874,25.0,54.70093457943924,1266000.0,competitor_mapped
"Shelton, WA Micro Area",66053.0,74388.0,43220.0,0,0,0,0,0,Expansion Target,24.392523364485978,100.0,54.63551401869159,40000.0,uncovered_opportunity
"Owatonna, MN Micro Area",37396.0,79722.0,36940.0,0,0,0,0,0,Expansion Target,24.23676012461059,100.0,54.54205607476635,22000.0,uncovered_opportunity
"Kill Devil Hills, NC Micro Area",37160.0,79742.0,28620.0,0,0,0,0,0,Expansion Target,24.174454828660433,100.0,54.50467289719626,22000.0,uncovered_opportunity
"The Villages, FL Metro Area",131832.0,70105.0,45540.0,0,0,0,0,0,Expansion Target,24.112149532710276,100.0,54.467289719626166,79000.0,uncovered_opportunity
"Longview, WA Metro Area",110621.0,70912.0,31020.0,0,0,0,0,0,Expansion Target,24.11214953271028,100.0,54.467289719626166,66000.0,uncovered_opportunity
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",496299.0,63296.0,34820.0,0,0,1,0,1,Expansion Target,40.63551401869159,75.0,54.38130841121495,298000.0,competitor_mapped
"Visalia, CA Metro Area",473446.0,64474.0,47300.0,0,0,1,0,1,Expansion Target,40.51090342679127,75.0,54.30654205607476,284000.0,competitor_mapped
"Peoria, IL Metro Area",401702.0,67718.0,37900.0,0,0,1,0,1,Expansion Target,40.386292834890966,75.0,54.23177570093458,241000.0,competitor_mapped
"Ann Arbor, MI Metro Area",370231.0,84245.0,11460.0,1,0,1,0,2,Expansion Target,56.95950155763239,50.0,54.17570093457943,222000.0,competitor_mapped
"Hailey, ID Micro Area",25381.0,81271.0,25200.0,0,0,0,0,0,Expansion Target,23.27102803738318,100.0,53.96261682242991,15000.0,uncovered_opportunity
"Beaver Dam, WI Micro Area",89032.0,71747.0,13180.0,0,0,0,0,0,Expansion Target,23.2398753894081,100.0,53.94392523364486,53000.0,uncovered_opportunity
"Rochelle, IL Micro Area",51672.0,75782.0,40300.0,0,0,0,0,0,Expansion Target,23.115264797507788,100.0,53.86915887850467,31000.0,uncovered_opportunity
"Helena, MT Micro Area",83760.0,72168.0,25740.0,0,0,0,0,0,Expansion Target,23.084112149532707,100.0,53.850467289719624,50000.0,uncovered_opportunity
"Ketchikan, AK Micro Area",13910.0,82763.0,28540.0,0,0,0,0,0,Expansion Target,23.052959501557634,100.0,53.83177570093458,8000.0,uncovered_opportunity
"Wooster, OH Micro Area",116680.0,70320.0,49300.0,0,0,0,0,0,Expansion Target,23.021806853582554,100.0,53.81308411214953,70000.0,uncovered_opportunity
"Orlando-Kissimmee-Sanford, FL Metro Area",2679298.0,71551.0,36740.0,1,1,1,0,3,Expansion Target,72.75700934579439,25.0,53.654205607476634,1608000.0,competitor_mapped
"Dickinson, ND Micro Area",33828.0,78608.0,19860.0,0,0,0,0,0,Expansion Target,22.46105919003115,100.0,53.47663551401869,20000.0,uncovered_opportunity
"Fond du Lac, WI Metro Area",104027.0,70368.0,22540.0,0,0,0,0,0,Expansion Target,22.336448598130836,100.0,53.4018691588785,62000.0,uncovered_opportunity
"Hood River, OR Micro Area",23965.0,80254.0,26220.0,0,0,0,0,0,Expansion Target,22.149532710280372,100.0,53.28971962616822,14000.0,uncovered_opportunity
"Baraboo, WI Micro Area",65664.0,72930.0,12660.0,0,0,0,0,0,Expansion Target,21.806853582554517,100.0,53.08411214953271,39000.0,uncovered_opportunity
"Wapakoneta, OH Micro Area",46263.0,75231.0,47540.0,0,0,0,0,0,Expansion Target,21.775700934579437,100.0,53.06542056074766,28000.0,uncovered_opportunity
"Pittsburgh, PA Metro Area",2365501.0,71283.0,38300.0,1,1,1,0,3,Expansion Target,71.51090342679129,25.0,52.90654205607477,1419000.0,competitor_mapped
"Canton-Massillon, OH Metro Area",400960.0,62859.0,15940.0,0,0,1,0,1,Expansion Target,37.8006230529595,75.0,52.6803738317757,241000.0,competitor_mapped
"Springfield, MO Metro Area",477056.0,58291.0,44180.0,0,0,1,0,1,Expansion Target,37.67601246105919,75.0,52.60560747663551,286000.0,competitor_mapped
"Warsaw, IN Micro Area",80442.0,70945.0,47700.0,0,0,0,0,0,Expansion Target,20.778816199376948,100.0,52.467289719626166,48000.0,uncovered_opportunity
"Sidney, OH Micro Area",48145.0,73502.0,43380.0,0,0,0,0,0,Expansion Target,20.373831775700936,100.0,52.22429906542056,29000.0,uncovered_opportunity
"Duluth, MN-WI Metro Area",291491.0,67612.0,20260.0,0,0,1,0,1,Expansion Target,36.99065420560747,75.0,52.194392523364485,175000.0,competitor_mapped
"Stevens Point, WI Micro Area",70281.0,71301.0,44620.0,0,0,0,0,0,Expansion Target,20.0,100.0,52.0,42000.0,uncovered_opportunity
"Roanoke, VA Metro Area",314708.0,65687.0,40220.0,0,0,1,0,1,Expansion Target,36.585669781931465,75.0,51.95140186915888,189000.0,competitor_mapped
"Evanston, WY Micro Area",20546.0,78164.0,21740.0,0,0,0,0,0,Expansion Target,19.87538940809969,100.0,51.925233644859816,12000.0,uncovered_opportunity
"Montgomery, AL Metro Area",384740.0,60849.0,33860.0,0,0,1,0,1,Expansion Target,36.398753894081,75.0,51.839252336448595,231000.0,competitor_mapped
"Mobile, AL Metro Area",429312.0,55247.0,33660.0,0,0,1,0,1,Expansion Target,35.931464174454824,75.0,51.55887850467289,258000.0,competitor_mapped
"Willmar, MN Micro Area",43686.0,73285.0,48820.0,0,0,0,0,0,Expansion Target,19.190031152647975,100.0,51.51401869158879,26000.0,uncovered_opportunity
"Tallahassee, FL Metro Area",386064.0,59757.0,45220.0,0,0,1,0,1,Expansion Target,35.80685358255452,75.0,51.484112149532706,232000.0,competitor_mapped
"Ocean City, NJ Metro Area",95456.0,83870.0,36140.0,0,0,1,0,1,Expansion Target,35.638629283489095,75.0,51.38317757009345,57000.0,competitor_mapped
"Milwaukee-Waukesha, WI Metro Area",1568940.0,72937.0,33340.0,1,1,1,0,3,Expansion Target,68.94704049844236,25.0,51.36822429906542,941000.0,competitor_mapped
"Celina, OH Micro Area",42321.0,73278.0,16380.0,0,0,0,0,0,Expansion Target,18.940809968847354,100.0,51.36448598130841,25000.0,uncovered_opportunity
"St. Cloud, MN Metro Area",199922.0,72564.0,41060.0,0,0,1,0,1,Expansion Target,35.57632398753894,75.0,51.34579439252336,120000.0,competitor_mapped
"Spartanburg, SC Metro Area",330119.0,61955.0,43900.0,0,0,1,0,1,Expansion Target,35.37071651090342,75.0,51.22242990654205,198000.0,competitor_mapped
"Daphne-Fairhope-Foley, AL Metro Area",233420.0,71039.0,19300.0,0,0,1,0,1,Expansion Target,35.35825545171339,75.0,51.21495327102804,140000.0,competitor_mapped
"Mount Vernon, OH Micro Area",62657.0,71246.0,34540.0,0,0,0,0,0,Expansion Target,18.629283489096572,100.0,51.177570093457945,38000.0,uncovered_opportunity
"Las Vegas-Henderson-Paradise, NV Metro Area",2265926.0,69911.0,29820.0,1,1,1,0,3,Expansion Target,68.20872274143302,25.0,50.92523364485981,1360000.0,competitor_mapped
"Pella, IA Micro Area",33487.0,74193.0,37800.0,0,0,0,0,0,Expansion Target,18.09968847352025,100.0,50.85981308411215,20000.0,uncovered_opportunity
"Hickory-Lenoir-Morganton, NC Metro Area",366031.0,57943.0,25860.0,0,0,1,0,1,Expansion Target,34.373831775700936,75.0,50.62429906542056,220000.0,competitor_mapped
"Prineville, OR Micro Area",24987.0,74969.0,39260.0,0,0,0,0,0,Expansion Target,17.601246105919003,100.0,50.5607476635514,15000.0,uncovered_opportunity
"Hutchinson, MN Micro Area",36727.0,73296.0,26780.0,0,0,0,0,0,Expansion Target,17.570093457943923,100.0,50.54205607476635,22000.0,uncovered_opportunity
"Lynchburg, VA Metro Area",262124.0,64307.0,31340.0,0,0,1,0,1,Expansion Target,33.93769470404985,75.0,50.36261682242991,157000.0,competitor_mapped
"Gainesville, FL Metro Area",341067.0,56638.0,23540.0,0,0,1,0,1,Expansion Target,33.875389408099686,75.0,50.32523364485981,205000.0,competitor_mapped
"Alexandria, MN Micro Area",39081.0,72472.0,10820.0,0,0,0,0,0,Expansion Target,17.009345794392523,100.0,50.205607476635514,23000.0,uncovered_opportunity
"Winnemucca, NV Micro Area",17266.0,75574.0,49080.0,0,0,0,0,0,Expansion Target,16.947040498442366,100.0,50.16822429906542,10000.0,uncovered_opportunity
"Kearney, NE Micro Area",56758.0,70727.0,28260.0,0,0,0,0,0,Expansion Target,16.88473520249221,100.0,50.13084112149532,34000.0,uncovered_opportunity
"Effingham, IL Micro Area",34594.0,73181.0,20820.0,0,0,0,0,0,Expansion Target,16.72897196261682,100.0,50.03738317757009,21000.0,uncovered_opportunity
"Madera, CA Metro Area",157243.0,73543.0,31460.0,0,0,1,0,1,Expansion Target,33.2398753894081,75.0,49.94392523364486,94000.0,competitor_mapped
"Waco, TX Metro Area",278103.0,59193.0,47380.0,1,0,0,0,1,Expansion Target,32.50467289719626,75.0,49.50280373831775,167000.0,competitor_mapped
"Sonora, CA Micro Area",54993.0,70432.0,43760.0,0,0,0,0,0,Expansion Target,15.42056074766355,100.0,49.25233644859813,33000.0,uncovered_opportunity
"El Paso, TX Metro Area",867161.0,55344.0,21340.0,1,0,1,0,2,Expansion Target,48.59190031152648,50.0,49.15514018691589,520000.0,competitor_mapped
"Cleveland-Elyria, OH Metro Area",2079759.0,66481.0,17460.0,1,1,1,0,3,Expansion Target,65.18691588785046,25.0,49.112149532710276,1248000.0,competitor_mapped
"Fernley, NV Micro Area",59435.0,70026.0,22280.0,0,0,0,0,0,Expansion Target,15.077881619937692,100.0,49.046728971962615,36000.0,uncovered_opportunity
"Aberdeen, SD Micro Area",42292.0,70693.0,10100.0,0,0,0,0,0,Expansion Target,14.67289719626168,100.0,48.80373831775701,25000.0,uncovered_opportunity
"Marshalltown, IA Micro Area",40049.0,70828.0,32260.0,0,0,0,0,0,Expansion Target,14.641744548286603,100.0,48.78504672897196,24000.0,uncovered_opportunity
"Kendallville, IN Micro Area",47431.0,70286.0,28340.0,0,0,0,0,0,Expansion Target,14.361370716510903,100.0,48.61682242990654,28000.0,uncovered_opportunity
"Urbana, OH Micro Area",38715.0,70486.0,46500.0,0,0,0,0,0,Expansion Target,13.426791277258566,100.0,48.05607476635514,23000.0,uncovered_opportunity
"Greensburg, IN Micro Area",26432.0,71566.0,24700.0,0,0,0,0,0,Expansion Target,13.146417445482864,100.0,47.88785046728972,16000.0,uncovered_opportunity
"McPherson, KS Micro Area",30085.0,71250.0,32700.0,0,0,0,0,0,Expansion Target,12.959501557632398,100.0,47.77570093457944,18000.0,uncovered_opportunity
"Spirit Lake, IA Micro Area",17692.0,72446.0,44020.0,0,0,0,0,0,Expansion Target,12.616822429906541,100.0,47.570093457943926,11000.0,uncovered_opportunity
"Dover, DE Metro Area",182400.0,69278.0,20100.0,0,0,1,0,1,Expansion Target,29.065420560747665,75.0,47.4392523364486,109000.0,competitor_mapped
"Chico, CA Metro Area",213605.0,66085.0,17020.0,0,0,1,0,1,Expansion Target,28.971962616822427,75.0,47.38317757009345,128000.0,competitor_mapped
"Redding, CA Metro Area",181852.0,68347.0,39820.0,0,0,1,0,1,Expansion Target,28.47352024922118,75.0,47.08411214953271,109000.0,competitor_mapped
"Brenham, TX Micro Area",35807.0,70043.0,14780.0,0,0,0,0,0,Expansion Target,11.526479750778815,100.0,46.915887850467286,21000.0,uncovered_opportunity
"Fort Morgan, CO Micro Area",29045.0,70471.0,22820.0,0,0,0,0,0,Expansion Target,11.30841121495327,100.0,46.78504672897196,17000.0,uncovered_opportunity
"Fredericksburg, TX Micro Area",26953.0,70162.0,23240.0,0,0,0,0,0,Expansion Target,10.498442367601246,100.0,46.29906542056075,16000.0,uncovered_opportunity
"Panama City, FL Metro Area",181055.0,65999.0,37460.0,0,0,1,0,1,Expansion Target,26.542056074766357,75.0,45.925233644859816,109000.0,competitor_mapped
"Glens Falls, NY Metro Area",126994.0,71380.0,24020.0,0,0,1,0,1,Expansion Target,26.510903426791273,75.0,45.90654205607476,76000.0,competitor_mapped
"Jefferson City, MO Metro Area",150182.0,70195.0,27620.0,0,0,1,0,1,Expansion Target,26.105919003115265,75.0,45.66355140186916,90000.0,competitor_mapped
"Yuma, AZ Metro Area",204374.0,56439.0,49740.0,0,0,1,0,1,Expansion Target,24.485981308411215,75.0,44.69158878504673,123000.0,competitor_mapped
"Blacksburg-Christiansburg, VA Metro Area",166304.0,62017.0,13980.0,0,0,1,0,1,Expansion Target,23.20872274143302,75.0,43.925233644859816,100000.0,competitor_mapped
"El Centro, CA Metro Area",179578.0,53847.0,20940.0,0,0,1,0,1,Expansion Target,21.931464174454828,75.0,43.1588785046729,108000.0,competitor_mapped
"Harrisonburg, VA Metro Area",135689.0,66823.0,25500.0,0,0,1,0,1,Expansion Target,21.806853582554517,75.0,43.08411214953271,81000.0,competitor_mapped
"Staunton, VA Metro Area",125355.0,67711.0,44420.0,0,0,1,0,1,Expansion Target,21.18380062305296,75.0,42.71028037383178,75000.0,competitor_mapped
"Decatur, AL Metro Area",156218.0,60036.0,19460.0,0,0,1,0,1,Expansion Target,21.121495327102803,75.0,42.67289719626168,94000.0,competitor_mapped
"Dalton, GA Metro Area",143096.0,60017.0,19140.0,0,0,1,0,1,Expansion Target,19.158878504672895,75.0,41.495327102803735,86000.0,competitor_mapped
"Homosassa Springs, FL Metro Area",155173.0,52569.0,26140.0,0,0,1,0,1,Expansion Target,18.753894080996886,75.0,41.25233644859813,93000.0,competitor_mapped
"Springfield, OH Metro Area",135877.0,58954.0,44220.0,0,0,1,0,1,Expansion Target,18.130841121495326,75.0,40.87850467289719,82000.0,competitor_mapped
"St. Joseph, MO-KS Metro Area",121952.0,61030.0,41140.0,0,0,1,0,1,Expansion Target,17.788161993769467,75.0,40.67289719626168,73000.0,competitor_mapped
"Cleveland, TN Metro Area",126479.0,60001.0,17420.0,0,0,1,0,1,Expansion Target,17.663551401869157,75.0,40.598130841121495,76000.0,competitor_mapped
"Morristown, TN Metro Area",143196.0,52913.0,34100.0,0,0,1,0,1,Expansion Target,17.445482866043616,75.0,40.467289719626166,86000.0,competitor_mapped
"Brainerd, MN Micro Area",96846.0,64975.0,14660.0,0,0,1,0,1,Expansion Target,17.133956386292834,75.0,40.2803738317757,58000.0,competitor_mapped
"Sumter, SC Metro Area",136362.0,52942.0,44940.0,0,0,1,0,1,Expansion Target,17.07165109034268,75.0,40.242990654205606,82000.0,competitor_mapped
"Sierra Vista-Douglas, AZ Metro Area",125504.0,58421.0,43420.0,0,0,1,0,1,Expansion Target,16.947040498442366,75.0,40.16822429906542,75000.0,competitor_mapped
"Sevierville, TN Micro Area",98455.0,60103.0,42940.0,0,0,1,0,1,Expansion Target,15.233644859813083,75.0,39.14018691588785,59000.0,competitor_mapped
"Orangeburg, SC Micro Area",84159.0,41020.0,36700.0,0,0,1,0,1,Expansion Target,11.557632398753894,75.0,36.93457943925234,50000.0,competitor_mapped
"Shawnee, OK Micro Area",72734.0,58270.0,43060.0,0,0,1,0,1,Expansion Target,10.996884735202492,75.0,36.598130841121495,44000.0,competitor_mapped
"Georgetown, SC Micro Area",63594.0,59782.0,23860.0,0,0,1,0,1,Expansion Target,10.560747663551401,75.0,36.33644859813084,38000.0,competitor_mapped
"Lake City, FL Micro Area",69832.0,53501.0,29380.0,0,0,1,0,1,Expansion Target,9.84423676012461,75.0,35.90654205607477,42000.0,competitor_mapped
"Worcester, MA-CT Metro Area",975551.0,86708.0,49340.0,0,0,0,1,1,Current Market,73.79439252336448,75.0,0.0,0.0,competitor_mapped
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19908595.0,93610.0,35620.0,1,1,1,1,4,Current Market,97.38317757009347,0.0,0.0,0.0,competitor_mapped
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6232894.0,85555.0,37980.0,1,1,1,1,4,Current Market,93.27102803738318,0.0,0.0,0.0,competitor_mapped
"Boston-Cambridge-Newton, MA-NH Metro Area",4912449.0,107117.0,14460.0,1,1,1,1,4,Current Market,92.85046728971963,0.0,0.0,0.0,competitor_mapped
"Provo-Orem, UT Metro Area",677964.0,91190.0,39340.0,0,0,1,1,2,Current Market,70.77258566978193,50.0,0.0,0.0,competitor_mapped
"Springfield, MA Metro Area",689486.0,70547.0,44140.0,0,0,0,1,1,Current Market,53.85669781931464,75.0,0.0,0.0,competitor_mapped
"Ogden-Clearfield, UT Metro Area",696650.0,91022.0,36260.0,0,0,1,1,2,Current Market,71.20872274143302,50.0,0.0,0.0,competitor_mapped
"Trenton-Princeton, NJ Metro Area",383732.0,92697.0,45940.0,1,0,1,1,3,Current Market,60.35514018691589,25.0,0.0,0.0,competitor_mapped
"Boulder, CO Metro Area",328658.0,99770.0,14500.0,0,0,1,1,2,Current Market,60.63551401869159,50.0,0.0,0.0,competitor_mapped
"Bridgeport-Stamford-Norwalk, CT Metro Area",958371.0,107351.0,14860.0,1,0,1,1,3,Current Market,78.24922118380061,25.0,0.0,0.0,competitor_mapped
"San Antonio-New Braunfels, TX Metro Area",2570862.0,70910.0,41700.0,1,1,1,1,4,Current Market,71.41744548286604,0.0,0.0,0.0,competitor_mapped
"Providence-Warwick, RI-MA Metro Area",1670949.0,81136.0,39300.0,1,1,1,1,4,Current Market,77.38940809968847,0.0,0.0,0.0,competitor_mapped
"Sacramento-Roseville-Folsom, CA Metro Area",2394673.0,89227.0,40900.0,1,1,1,1,4,Current Market,86.80685358255451,0.0,0.0,0.0,competitor_mapped
"New Haven-Milford, CT Metro Area",866377.0,81544.0,35300.0,0,1,1,1,3,Current Market,68.99688473520249,25.0,0.0,0.0,competitor_mapped
"Baltimore-Columbia-Towson, MD Metro Area",2840005.0,94167.0,12580.0,1,1,1,1,4,Current Market,89.61059190031153,0.0,0.0,0.0,competitor_mapped
"San Francisco-Oakland-Berkeley, CA Metro Area",4692242.0,129315.0,41860.0,1,1,1,1,4,Current Market,93.09968847352025,0.0,0.0,0.0,competitor_mapped
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6346083.0,119803.0,47900.0,0,1,1,1,3,Current Market,98.94080996884735,25.0,0.0,0.0,competitor_mapped
"Tucson, AZ Metro Area",1042393.0,64323.0,46060.0,1,0,1,1,3,Current Market,58.230529595015575,25.0,0.0,0.0,competitor_mapped
"Denver-Aurora-Lakewood, CO Metro Area",2959386.0,96920.0,19740.0,1,1,1,1,4,Current Market,90.32710280373831,0.0,0.0,0.0,competitor_mapped
"Hartford-East Hartford-Middletown, CT Metro Area",1215703.0,89371.0,25540.0,0,1,1,1,3,Current Market,80.41121495327103,25.0,0.0,0.0,competitor_mapped
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6094752.0,82625.0,12060.0,1,1,1,1,4,Current Market,91.5576323987539,0.0,0.0,0.0,competitor_mapped
"Salt Lake City, UT Metro Area",1254675.0,90277.0,41620.0,0,1,1,1,3,Current Market,80.84735202492212,25.0,0.0,0.0,competitor_mapped
"Santa Cruz-Watsonville, CA Metro Area",268571.0,104409.0,42100.0,0,0,0,1,1,Current Market,58.9221183800623,75.0,0.0,0.0,competitor_mapped
"Barnstable Town, MA Metro Area",229436.0,90447.0,12700.0,0,0,0,1,1,Current Market,51.18380062305296,75.0,0.0,0.0,competitor_mapped
"Olympia-Lacey-Tumwater, WA Metro Area",294272.0,88895.0,36500.0,0,0,0,1,1,Current Market,56.679127725856695,75.0,0.0,0.0,competitor_mapped
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9566955.0,85087.0,16980.0,1,1,1,1,4,Current Market,93.8006230529595,0.0,0.0,0.0,competitor_mapped
"Salinas, CA Metro Area",437609.0,91043.0,41500.0,0,0,1,1,2,Current Market,61.85046728971962,50.0,0.0,0.0,competitor_mapped
"Phoenix-Mesa-Chandler, AZ Metro Area",4864209.0,79935.0,38060.0,1,1,1,1,4,Current Market,83.81619937694704,0.0,0.0,0.0,competitor_mapped
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2505312.0,90451.0,38900.0,1,1,1,1,4,Current Market,87.61682242990653,0.0,0.0,0.0,competitor_mapped
"Los Angeles-Long Beach-Anaheim, CA Metro Area",13111917.0,89105.0,31080.0,1,1,1,1,4,Current Market,95.35825545171339,0.0,0.0,0.0,competitor_mapped
"Houston-The Woodlands-Sugar Land, TX Metro Area",7142603.0,78061.0,26420.0,1,1,1,1,4,Current Market,87.88161993769471,0.0,0.0,0.0,competitor_mapped
"Austin-Round Rock-Georgetown, TX Metro Area",2296377.0,92939.0,12420.0,1,1,1,1,4,Current Market,87.89719626168224,0.0,0.0,0.0,competitor_mapped
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",6123949.0,69085.0,33100.0,1,1,1,1,4,Current Market,75.9190031152648,0.0,0.0,0.0,competitor_mapped
"San Diego-Chula Vista-Carlsbad, CA Metro Area",3289701.0,96974.0,41740.0,1,1,1,1,4,Current Market,90.73208722741433,0.0,0.0,0.0,competitor_mapped
"Fort Collins, CO Metro Area",359363.0,87199.0,22660.0,0,0,0,1,1,Current Market,57.76947040498442,75.0,0.0,0.0,competitor_mapped
"Santa Rosa-Petaluma, CA Metro Area",488436.0,99266.0,42220.0,0,0,1,1,2,Current Market,64.74766355140187,50.0,0.0,0.0,competitor_mapped
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1981584.0,151713.0,41940.0,1,1,1,1,4,Current Market,86.39252336448598,0.0,0.0,0.0,competitor_mapped
"Seattle-Tacoma-Bellevue, WA Metro Area",4001701.0,107206.0,42660.0,1,1,1,1,4,Current Market,92.16510903426791,0.0,0.0,0.0,competitor_mapped
"Dallas-Fort Worth-Arlington, TX Metro Area",7673379.0,83398.0,19100.0,1,1,1,1,4,Current Market,92.89719626168224,0.0,0.0,0.0,competitor_mapped
"Heber, UT Micro Area",77533.0,114857.0,25720.0,0,0,0,1,1,Current Market,39.90654205607476,75.0,0.0,0.0,competitor_mapped
